food_id,food_name,weather_condition,allergy_info,main_ingredient_1,main_ingredient_2,food_category,cuisine_type,season
110,사천식 양꼬치,Rain,0,고기,,육류,중식,Summer
111,프레즐,Clear,7,밀,,빵류,양식,Fall
112,계란 김밥,Cloudy,2,쌀,달걀,밥류,한식,Spring
113,바질페스토 파스타,Cloudy,7,밀,채소,면류,양식,Fall
114,파전,Rain,7,밀,채소,튀김류,한식,Spring
115,북엇국,Cloudy,5,해산물,채소,국류,한식,Spring
116,시래기국,Cloudy,0,채소,,국류,한식,Summer
117,김치찌개,Clear,5,고기,채소,국류,한식,Summer
118,치즈계란말이,Cloudy,2,치즈,달걀,육류,한식,Winter
119,유니짜장,Cloudy,7,밀,채소,밥류,중식,Fall
120,치즈계란말이,Snow,2,치즈,달걀,육류,한식,Spring
121,김치찌개,Clear,5,고기,채소,국류,한식,Fall
122,우렁강된장,Snow,"5,8",해산물,채소,국류,한식,Winter
123,방어구이,Snow,5,해산물,,해산물류,한식,Fall
124,쫄면,Rain,7,밀,채소,면류,한식,Spring
125,바질페스토 라비올리,Rain,"1,7",밀,유제품,면류,양식,Fall
126,떡국,Snow,2,밀,채소,국류,한식,Spring
127,감자탕,Rain,5,고기,채소,국류,한식,Spring
128,매콤로제파스타,Snow,7,밀,채소,면류,양식,Winter
129,파전,Rain,0,밀,채소,튀김류,한식,Summer
130,푸아그라,Cloudy,1,고기,유제품,육류,양식,Winter
131,페퍼로니 피자,Cloudy,7,밀,고기,빵류,양식,Fall
132,미역국,Snow,0,해조류,채소,국류,한식,Fall
133,갈치조림,Clear,5,해산물,채소,해산물류,한식,Summer
134,연어 파스타,Clear,"5,7",해산물,밀,면류,양식,Summer
135,굴밥,Clear,5,해산물,쌀,밥류,한식,Summer
136,떡국,Snow,5,밀,채소,국류,한식,Spring
137,제육볶음,Cloudy,7,고기,채소,육류,한식,Fall
138,고등어조림,Clear,5,해산물,채소,해산물류,한식,Spring
139,방어구이,Rain,5,해산물,,해산물류,한식,Spring
140,치즈 퀘사디아,Clear,"1,7",밀,유제품,빵류,퓨전,Spring
141,감자탕,Rain,5,고기,채소,국류,한식,Spring
142,삼계탕,Cloudy,5,고기,채소,국류,한식,Summer
143,오렌지 치킨,Cloudy,0,고기,과일,육류,중식,Spring
144,김치전,Rain,1,밀,채소,튀김류,한식,Spring
145,양고기 찹스,Cloudy,0,고기,,육류,양식,Spring
146,해물파전,Rain,7,밀,해산물,튀김류,한식,Summer
147,크로와상 샌드위치,Rain,"1,7",밀,유제품,빵류,양식,Fall
148,소대창,Rain,0,채소,고기,육류,한식,Fall
149,유니짜장,Clear,7,밀,채소,밥류,중식,Fall
150,제육볶음,Cloudy,0,고기,채소,육류,한식,Winter
151,김치전,Rain,5,밀,채소,튀김류,한식,Fall
152,감자 샐러드,Clear,0,감자,채소,채소류,양식,Summer
153,삼계탕,Cloudy,1,고기,채소,국류,한식,Summer
154,꿔바로우,Clear,0,고기,,육류,중식,Spring
155,돼지갈비 스튜,Clear,0,고기,,육류,양식,Fall
156,상하이볶음면,Cloudy,7,밀,채소,면류,중식,Fall
157,훈제 연어 샐러드,Clear,5,해산물,채소,채소류,일식,Winter
158,사골국,Cloudy,0,채소,고기,국류,한식,Spring
159,오이 샐러드,Cloudy,0,채소,,채소류,한식,Spring
160,명란 크림파스타,Snow,1,고기,유제품,면류,퓨전,Spring
161,짜장면,Snow,7,밀,고기,면류,중식,Spring
162,닭강정,Clear,7,고기,밀,육류,한식,Fall
163,김치찌개,Clear,0,고기,채소,국류,한식,Summer
164,삼계탕,Cloudy,5,고기,채소,국류,한식,Fall
165,바질 페스토 샌드위치,Clear,7,밀,채소,빵류,양식,Winter
166,제육볶음,Cloudy,7,고기,채소,육류,한식,Summer
167,오코노미야키,Clear,"5,7",밀,해산물,튀김류,일식,Summer
168,보리밥,Cloudy,0,쌀,,밥류,한식,Fall
169,삼계탕,Cloudy,0,고기,채소,국류,한식,Summer
170,삼계탕,Cloudy,0,고기,채소,국류,한식,Fall
171,김치찌개,Clear,"1,7",고기,채소,국류,한식,Winter
172,김치찌개,Clear,0,고기,채소,국류,한식,Summer
173,갈치조림,Clear,5,해산물,채소,해산물류,한식,Winter
174,감자탕,Rain,0,고기,채소,국류,한식,Fall
175,파김치장어전골,Clear,5,채소,해산물,국류,한식,Summer
176,로코모코,Snow,0,쌀,고기,밥류,양식,Fall
177,김치찌개,Clear,7,고기,채소,국류,한식,Summer
178,감자탕,Snow,0,고기,채소,국류,한식,Winter
179,아란치니,Rain,1,쌀,유제품,빵류,퓨전,Summer
180,오삼불고기,Clear,5,해산물,고기,육류,한식,Winter
181,트로피컬 샐러드,Cloudy,0,과일,채소,채소류,퓨전,Summer
182,김치전,Rain,"1,5",밀,채소,튀김류,한식,Spring
183,연어 샌드위치,Cloudy,"5,7",해산물,밀,빵류,양식,Winter
184,계란찜,Snow,2,달걀,,국류,한식,Spring
185,삼계탕,Cloudy,0,고기,채소,국류,한식,Winter
186,오삼불고기 찌개,Rain,5,해산물,고기,국류,한식,Fall
187,김치찌개,Clear,1,고기,채소,국류,한식,Spring
188,돼지갈비,Clear,0,고기,,육류,한식,Fall
189,김치찌개,Clear,7,고기,채소,국류,한식,Spring
190,소바,Cloudy,7,밀,채소,면류,일식,Summer
191,오향장육,Cloudy,0,고기,채소,육류,중식,Summer
192,햄 치즈 파니니,Rain,"1,7",밀,유제품,빵류,퓨전,Spring
193,제육볶음,Cloudy,0,고기,채소,육류,한식,Winter
194,초계국수,Rain,7,밀,채소,면류,한식,Fall
195,토마토 리소토,Cloudy,0,쌀,채소,밥류,양식,Fall
196,맥 앤 치즈,Snow,"1,7",밀,유제품,면류,양식,Spring
197,잡채밥,Clear,0,쌀,채소,밥류,한식,Fall
198,김치찌개,Clear,5,고기,채소,국류,한식,Fall
199,감자탕,Snow,7,고기,채소,국류,한식,Winter
200,샌드위치,Clear,7,밀,고기,빵류,양식,Summer
201,전주비빔밥,Cloudy,0,쌀,채소,밥류,한식,Fall
202,짬짜면,Clear,"5,7",밀,고기,면류,중식,Summer
203,김치찌개,Clear,"1,5",고기,채소,국류,한식,Summer
204,감자탕,Rain,5,고기,채소,국류,한식,Spring
205,김치찌개,Clear,0,고기,채소,국류,한식,Fall
206,감자탕,Rain,"1,7",고기,채소,국류,한식,Summer
207,새우구이,Cloudy,5,해산물,,해산물류,퓨전,Winter
208,김치찌개,Clear,0,고기,채소,국류,한식,Winter
209,쭈꾸미볶음,Rain,5,해산물,채소,밥류,한식,Summer
210,삼계탕,Cloudy,"5,7",고기,채소,국류,한식,Fall
211,우동,Snow,7,밀,채소,면류,일식,Fall
212,홍합찜,Rain,5,해산물,,해산물류,양식,Fall
213,김치전,Rain,1,밀,채소,튀김류,한식,Summer
214,잔치국수,Cloudy,7,밀,채소,면류,한식,Spring
215,새우완자,Rain,5,해산물,채소,해산물류,한식,Summer
216,프렌치 어니언 수프,Rain,1,채소,유제품,국류,양식,Fall
217,삼계탕,Cloudy,"1,7",고기,채소,국류,한식,Summer
218,철판 볶음밥,Rain,0,쌀,채소,밥류,한식,Spring
219,설렁탕,Snow,7,고기,채소,국류,한식,Spring
220,감자탕,Snow,0,고기,채소,국류,한식,Spring
221,김치찌개,Clear,7,고기,채소,국류,한식,Fall
222,양고기 스테이크,Clear,0,고기,,육류,양식,Fall
223,스윗 칠리 새우,Clear,5,해산물,채소,튀김류,퓨전,Spring
224,탕수육,Rain,0,고기,,육류,중식,Summer
225,김치찌개,Clear,"5,8",고기,채소,국류,한식,Winter
226,김치찌개,Clear,5,고기,채소,국류,한식,Fall
227,감자탕,Snow,1,고기,채소,국류,한식,Fall
228,떡국,Snow,7,밀,채소,국류,한식,Fall
229,살사 치킨 타코,Snow,7,고기,밀,빵류,퓨전,Spring
230,찐빵,Snow,7,밀,팥,빵류,한식,Spring
231,감자탕,Rain,7,고기,채소,국류,한식,Summer
232,참치 샌드위치,Cloudy,"5,7",해산물,밀,빵류,양식,Winter
233,소대창,Clear,0,채소,고기,육류,한식,Fall
234,소바,Snow,7,밀,채소,면류,일식,Fall
235,수제비,Clear,7,밀,채소,국류,한식,Spring
236,새우 김밥,Cloudy,5,쌀,해산물,밥류,한식,Fall
237,황태찌개,Snow,5,해산물,채소,국류,한식,Spring
238,애호박 라자냐,Cloudy,1,채소,유제품,빵류,퓨전,Spring
239,김치볶음밥,Cloudy,0,쌀,채소,밥류,한식,Winter
240,해물파전,Rain,0,밀,해산물,튀김류,한식,Fall
241,김치전,Rain,0,밀,채소,튀김류,한식,Summer
242,미역국,Rain,0,해조류,채소,국류,한식,Fall
243,설렁탕,Snow,0,고기,채소,국류,한식,Winter
244,삼계탕,Cloudy,0,고기,채소,국류,한식,Spring
245,치킨 카레,Clear,0,고기,채소,육류,퓨전,Summer
246,감자탕,Rain,0,고기,채소,국류,한식,Fall
247,마늘빵,Cloudy,"1,7",밀,유제품,빵류,양식,Summer
248,김치전,Rain,5,밀,채소,튀김류,한식,Fall
249,파전,Rain,0,밀,채소,튀김류,한식,Summer
250,탄탄멘,Cloudy,7,밀,고기,면류,중식,Winter
251,치킨 크림파스타,Clear,1,고기,유제품,면류,양식,Summer
252,날치알 김밥,Clear,5,쌀,해산물,밥류,한식,Summer
253,토마토 달걀 볶음,Snow,2,달걀,채소,채소류,중식,Winter
254,김치찌개,Clear,7,고기,채소,국류,한식,Winter
255,제육볶음,Cloudy,7,고기,채소,육류,한식,Winter
256,홍합찜,Rain,5,해산물,,해산물류,양식,Summer
257,파전,Rain,7,밀,채소,튀김류,한식,Fall
258,로메인 샐러드,Rain,0,채소,,채소류,양식,Summer
259,김치전,Rain,0,밀,채소,튀김류,한식,Spring
260,마파두부밥,Rain,8,쌀,두부,밥류,중식,Spring
261,양고기 찹스,Clear,0,고기,,육류,양식,Spring
262,김치찌개,Clear,5,고기,채소,국류,한식,Fall
263,감자탕,Snow,7,고기,채소,국류,한식,Spring
264,잡채,Rain,0,당면,채소,면류,한식,Fall
265,차슈 라멘,Cloudy,7,밀,고기,면류,일식,Summer
266,해물파전,Rain,7,밀,해산물,튀김류,한식,Summer
267,탕수육,Cloudy,0,고기,,육류,중식,Summer
268,참치국,Cloudy,5,해산물,,국류,한식,Fall
269,떡국,Snow,0,밀,채소,국류,한식,Fall
270,유니짜장,Rain,7,밀,채소,밥류,중식,Fall
271,두부조림,Clear,8,두부,채소,채소류,한식,Summer
272,설렁탕,Snow,1,고기,채소,국류,한식,Fall
273,삼계탕,Cloudy,"1,2",고기,채소,국류,한식,Fall
274,명태구이,Clear,5,해산물,,해산물류,한식,Spring
275,김치찌개,Clear,5,고기,채소,국류,한식,Spring
276,명태구이,Rain,5,해산물,,해산물류,한식,Fall
277,제육볶음,Cloudy,2,고기,채소,육류,한식,Summer
278,해물파전,Rain,7,밀,해산물,튀김류,한식,Summer
279,치킨 파마산,Cloudy,1,고기,유제품,육류,양식,Fall
280,제육볶음,Cloudy,0,고기,채소,육류,한식,Summer
281,가라아게,Rain,7,밀,고기,육류,일식,Fall
282,북경오리,Clear,0,고기,채소,육류,중식,Winter
283,사천식 양꼬치,Cloudy,0,고기,,육류,중식,Summer
284,오차즈케,Clear,5,쌀,해산물,밥류,일식,Fall
285,설렁탕,Snow,0,고기,채소,국류,한식,Winter
286,낙지전골,Clear,5,해산물,채소,해산물류,한식,Fall
287,참치 니스와 샐러드,Cloudy,5,해산물,채소,채소류,양식,Spring
288,해물파전,Rain,7,밀,해산물,튀김류,한식,Spring
289,김치찌개,Clear,7,고기,채소,국류,한식,Summer
290,해물파전,Rain,0,밀,해산물,튀김류,한식,Fall
291,김치찌개,Clear,"5,7",고기,채소,국류,한식,Summer
292,마파면,Clear,7,밀,고기,면류,중식,Fall
293,돼지갈비,Rain,0,고기,,육류,한식,Spring
294,브로콜리 체다 수프,Rain,1,채소,유제품,국류,양식,Fall
295,미트볼 파스타,Rain,7,고기,밀,면류,양식,Spring
296,설렁탕,Snow,7,고기,채소,국류,한식,Fall
297,제육볶음,Cloudy,5,고기,채소,육류,한식,Fall
298,김치전,Rain,0,밀,채소,튀김류,한식,Fall
299,감자탕,Snow,0,고기,채소,국류,한식,Spring
300,수제비,Snow,7,밀,채소,국류,한식,Winter
301,제육볶음,Cloudy,0,고기,채소,육류,한식,Winter
302,꽁치조림,Snow,5,해산물,채소,해산물류,한식,Winter
303,해물파전,Rain,5,밀,해산물,튀김류,한식,Spring
304,라따뚜이,Snow,0,채소,,채소류,양식,Winter
305,코코넛 치킨,Cloudy,0,고기,코코넛,육류,양식,Fall
306,후라이드 치킨,Rain,0,고기,,육류,한식,Fall
307,코코넛 치킨,Rain,0,고기,코코넛,육류,양식,Spring
308,해물파전,Rain,0,밀,해산물,튀김류,한식,Spring
309,퀘사디아,Snow,7,밀,고기,빵류,퓨전,Spring
310,제육볶음,Cloudy,0,고기,채소,육류,한식,Spring
311,라따뚜이,Rain,0,채소,,채소류,양식,Spring
312,타이 새우 볶음,Clear,5,해산물,채소,육류,퓨전,Winter
313,김치찌개,Clear,"5,7",고기,채소,국류,한식,Winter
314,해물 수제비,Snow,"5,7",밀,채소,국류,한식,Spring
315,토마토 리소토,Clear,0,쌀,채소,밥류,양식,Spring
316,고구마치즈카츠,Cloudy,1,채소,고기,육류,일식,Fall
317,바베큐 치킨,Cloudy,0,고기,,육류,양식,Summer
318,소곱창,Cloudy,0,채소,고기,육류,한식,Spring
319,가자미조림,Rain,7,밀,,해산물류,한식,Summer
320,감자탕,Snow,5,고기,채소,국류,한식,Fall
321,햄버거,Cloudy,7,밀,채소,빵류,양식,Summer
322,굴전,Snow,5,해산물,채소,튀김류,한식,Fall
323,해물순두부찌개,Cloudy,"5,8",해산물,두부,국류,한식,Fall
324,소시지 그라탱,Cloudy,1,고기,유제품,육류,양식,Summer
325,파전,Snow,7,밀,채소,튀김류,한식,Spring
326,로코모코,Clear,0,쌀,고기,밥류,양식,Fall
327,설렁탕,Snow,0,고기,채소,국류,한식,Winter
328,꽁치조림,Clear,5,해산물,채소,해산물류,한식,Summer
329,명태구이,Rain,5,해산물,,해산물류,한식,Summer
330,파전,Rain,7,밀,채소,튀김류,한식,Fall
331,시나몬 롤,Cloudy,"1,7",밀,유제품,빵류,양식,Summer
332,타마고야키,Snow,"1,2",달걀,유제품,국류,일식,Winter
333,참치 사시미,Clear,5,해산물,채소,해산물류,일식,Winter
334,타마고야키,Cloudy,"1,2",달걀,유제품,국류,일식,Spring
335,와플 샌드위치,Rain,"1,7",밀,유제품,빵류,양식,Summer
336,트러플 리소토,Cloudy,1,쌀,유제품,밥류,양식,Winter
337,김치찌개,Clear,"1,7",고기,채소,국류,한식,Spring
338,부리또,Cloudy,7,밀,채소,빵류,퓨전,Summer
339,두부전골,Rain,8,두부,채소,국류,한식,Summer
340,조개찜,Clear,5,해산물,채소,해산물류,양식,Fall
341,곰탕,Cloudy,0,고기,채소,국류,한식,Winter
342,김치찌개,Clear,0,고기,채소,국류,한식,Spring
343,필라프,Clear,0,쌀,채소,밥류,양식,Spring
344,라임 치킨,Clear,0,고기,과일,육류,양식,Summer
345,알리오 올리오,Cloudy,5,해산물,채소,면류,양식,Winter
346,새우 토스트,Cloudy,"5,7",해산물,밀,채소류,퓨전,Spring
347,치킨 시저랩,Cloudy,0,고기,채소,빵류,양식,Summer
348,고추장찌개,Clear,0,고기,채소,국류,한식,Winter
349,치킨 알프레도,Cloudy,1,고기,유제품,육류,양식,Summer
350,소갈비찜,Clear,0,고기,채소,육류,한식,Fall
351,크림 바질 피자,Clear,7,밀,채소,빵류,양식,Fall
352,곰탕,Clear,0,고기,채소,국류,한식,Spring
353,김치찌개,Clear,"1,7",고기,채소,국류,한식,Winter
354,바질페스토 라비올리,Rain,"1,7",밀,유제품,면류,양식,Fall
355,크림 바질 피자,Snow,7,밀,채소,빵류,양식,Fall
356,치킨 알프레도,Cloudy,1,고기,유제품,육류,양식,Winter
357,설렁탕,Snow,0,고기,채소,국류,한식,Spring
358,수박 샐러드,Rain,0,과일,채소,채소류,한식,Summer
359,꼬막비빔밥,Snow,5,해산물,쌀,밥류,한식,Fall
360,소고기덮밥,Clear,0,쌀,고기,밥류,한식,Winter
361,멸치 김밥,Cloudy,5,쌀,해산물,밥류,한식,Fall
362,바질소바,Clear,7,밀,채소,면류,일식,Spring
363,설렁탕,Snow,0,고기,채소,국류,한식,Winter
364,파전,Rain,2,밀,채소,튀김류,한식,Fall
365,육개장,Clear,0,고기,채소,국류,한식,Fall
366,파전,Rain,0,밀,채소,튀김류,한식,Fall
367,소불고기,Rain,0,고기,채소,육류,한식,Spring
368,아귀찜,Cloudy,5,해산물,채소,해산물류,한식,Winter
369,낙지전골,Cloudy,5,해산물,채소,해산물류,한식,Spring
370,연어 샌드위치,Clear,"5,7",해산물,밀,빵류,양식,Summer
371,백숙,Cloudy,0,고기,채소,육류,한식,Winter
372,김치찌개,Clear,0,고기,채소,국류,한식,Spring
373,해물파전,Rain,5,밀,해산물,튀김류,한식,Summer
374,피자 토스트,Cloudy,7,밀,치즈,빵류,양식,Summer
375,떡국,Snow,0,밀,채소,국류,한식,Spring
376,회덮밥,Snow,5,해산물,쌀,밥류,양식,Winter
377,감바스 리조또,Rain,5,해산물,쌀,밥류,양식,Fall
378,햄버거,Clear,7,밀,채소,빵류,양식,Fall
379,김치찌개,Clear,5,고기,채소,국류,한식,Winter
380,감자튀김,Clear,7,감자,밀,튀김류,양식,Spring
381,삼계탕,Cloudy,7,고기,채소,국류,한식,Winter
382,해물라면,Rain,"5,7",해산물,밀,면류,한식,Spring
383,김치찌개,Clear,5,고기,채소,국류,한식,Winter
384,감자튀김,Cloudy,7,감자,밀,튀김류,양식,Spring
385,삼계탕,Cloudy,0,고기,채소,국류,한식,Spring
386,해물파전,Rain,"5,7",밀,해산물,튀김류,한식,Spring
387,설렁탕,Snow,0,고기,채소,국류,한식,Spring
388,삼계탕,Cloudy,0,고기,채소,국류,한식,Spring
389,김치전,Rain,2,밀,채소,튀김류,한식,Fall
390,계란국,Cloudy,2,달걀,채소,국류,한식,Summer
391,월남쌈,Cloudy,0,쌀,고기,밥류,중식,Summer
392,브런치 세트,Clear,"1,7",밀,유제품,빵류,양식,Summer
393,훈제 연어 샐러드,Cloudy,5,해산물,채소,채소류,일식,Winter
394,불고기,Snow,0,고기,,육류,한식,Fall
395,멸치 김밥,Cloudy,5,쌀,해산물,밥류,한식,Fall
396,동태찌개,Rain,5,해산물,채소,국류,한식,Summer
397,감자탕,Rain,1,고기,채소,국류,한식,Summer
398,해물파전,Rain,"2,5,7",밀,해산물,튀김류,한식,Summer
399,타이 그린 카레,Snow,0,고기,채소,밥류,퓨전,Spring
400,제육볶음,Cloudy,1,고기,채소,육류,한식,Winter
401,애호박전,Cloudy,7,밀,채소,튀김류,한식,Fall
402,미소시루,Snow,0,고기,채소,면류,일식,Fall
403,햄 치즈 토스트,Cloudy,"1,7",밀,유제품,빵류,양식,Winter
404,감자탕,Snow,0,고기,채소,국류,한식,Fall
405,김치찌개,Clear,5,고기,채소,국류,한식,Summer
406,새우튀김,Rain,"5,7",밀,해산물,튀김류,일식,Summer
407,호박전,Clear,7,밀,채소,튀김류,한식,Winter
408,김치찌개,Clear,7,고기,채소,국류,한식,Fall
409,감자전,Clear,0,감자,채소,튀김류,한식,Fall
410,단호박튀김,Snow,7,밀,채소,튀김류,한식,Spring
411,김치찌개,Clear,0,고기,채소,국류,한식,Summer
412,김치찌개,Clear,0,고기,채소,국류,한식,Summer
413,전어구이,Clear,5,해산물,,해산물류,한식,Summer
414,감자탕,Rain,"1,7",고기,채소,국류,한식,Summer
415,시금치 수프,Cloudy,1,채소,유제품,국류,한식,Fall
416,감자탕,Rain,5,고기,채소,국류,한식,Fall
417,제육볶음,Cloudy,1,고기,채소,육류,한식,Spring
418,크로크무슈,Cloudy,"1,7",밀,유제품,빵류,양식,Winter
419,브런치 세트,Clear,"1,7",밀,유제품,빵류,양식,Summer
420,깐쇼새우,Cloudy,5,해산물,채소,튀김류,중식,Fall
421,황태국,Clear,5,해산물,채소,국류,한식,Spring
422,김치찌개,Clear,0,고기,채소,국류,한식,Fall
423,수박 샐러드,Clear,0,과일,채소,채소류,한식,Summer
424,순두부국,Snow,8,두부,채소,국류,한식,Winter
425,치킨 알프레도,Clear,1,고기,유제품,육류,양식,Spring
426,매콤로제파스타,Clear,7,밀,채소,면류,양식,Winter
427,탕수육,Clear,0,고기,,육류,중식,Fall
428,삼계탕,Cloudy,5,고기,채소,국류,한식,Winter
429,감자탕,Rain,7,고기,채소,국류,한식,Summer
430,우렁강된장,Cloudy,"5,8",해산물,채소,국류,한식,Spring
