food_id,food_name,weather_condition,allergy_info,main_ingredient_1,main_ingredient_2,food_category,cuisine_type,season
107,안동찜닭,Snow,0,고기,채소,육류,한식,Spring
108,양송이 크림파스타,Clear,7,버섯,밀,면류,양식,Summer
109,오징어순대,Snow,5,해산물,채소,해산물류,한식,Spring
110,단호박튀김,Clear,7,밀,채소,튀김류,한식,Winter
111,토마토 치즈 타르트,Cloudy,"1,7",밀,유제품,빵류,양식,Summer
112,튀김만두,Clear,7,밀,고기,튀김류,중식,Winter
113,렌틸콩 샐러드,Cloudy,0,콩,채소,채소류,양식,Summer
114,깐풍기,Rain,0,고기,채소,육류,중식,Summer
115,건두부볶음,Clear,8,두부,채소,대두류,중식,Summer
116,항정살,Snow,0,고기,,육류,한식,Winter
117,치즈 감자튀김,Cloudy,1,감자,유제품,튀김류,양식,Summer
118,소갈비찜,Cloudy,0,고기,채소,육류,한식,Summer
119,참치 니스와 샐러드,Clear,0,생선,채소,채소류,양식,Winter
120,백김치,Clear,0,채소,,채소류,한식,Spring
121,오징어볶음,Cloudy,5,해산물,채소,해산물류,한식,Winter
122,산적,Clear,0,고기,채소,육류,한식,Fall
123,단호박튀김,Rain,7,밀,채소,튀김류,한식,Summer
124,두부김치,Snow,8,두부,채소,대두류,한식,Spring
125,바질페스토 라비올리,Rain,"1,7",밀,유제품,면류,양식,Fall
126,비프 타르타르,Snow,0,고기,,육류,양식,Fall
127,베이컨 김밥,Snow,0,쌀,고기,밥류,퓨전,Fall
128,멍게무침,Clear,5,해산물,채소,해산물류,한식,Spring
129,동태찌개,Snow,0,생선,채소,국류,한식,Winter
130,가이센동,Clear,5,해산물,쌀,밥류,일식,Summer
131,크로와상 샌드위치,Clear,"1,7",밀,유제품,빵류,양식,Summer
132,토마토 수프,Snow,1,채소,유제품,수프류,양식,Spring
133,찐빵,Rain,7,밀,팥,빵류,한식,Fall
134,뇨끼,Rain,7,밀,감자,감자류,양식,Spring
135,시나몬 롤,Rain,"1,7",밀,유제품,빵류,양식,Spring
136,우거지국,Clear,0,채소,,국류,한식,Spring
137,체다 감자 크림,Clear,1,감자,유제품,감자류,양식,Spring
138,배추겉절이,Cloudy,0,채소,,채소류,한식,Winter
139,시금치 피자,Rain,7,밀,채소,빵류,양식,Spring
140,생채,Cloudy,0,채소,,채소류,한식,Fall
141,파스타,Clear,7,밀,채소,면류,양식,Fall
142,오징어순대,Clear,5,해산물,채소,해산물류,한식,Winter
143,오이 샐러드,Clear,0,채소,,채소류,한식,Summer
144,오징어볶음,Clear,5,해산물,채소,해산물류,한식,Summer
145,낙지볶음,Snow,5,해산물,채소,해산물류,한식,Fall
146,마라양념탕수육,Cloudy,0,고기,채소,육류,중식,Fall
147,소갈비살,Cloudy,0,고기,,육류,한식,Summer
148,도미구이,Cloudy,5,해산물,,해산물류,한식,Winter
149,트러플 리소토,Snow,1,쌀,유제품,밥류,양식,Fall
150,토마토 갈릭 파스타,Clear,7,밀,채소,면류,양식,Summer
151,브리또,Rain,7,밀,고기,빵류,퓨전,Summer
152,시나몬 롤,Snow,"1,7",밀,유제품,빵류,양식,Spring
153,비트 수프,Snow,0,채소,,수프류,양식,Winter
154,된장찌개,Clear,0,쌀,채소,국류,한식,Summer
155,백합탕,Rain,5,채소,해산물,해산물류,한식,Spring
156,유니짜장,Clear,7,밀,채소,밥류,중식,Summer
157,마라양념탕수육,Clear,0,고기,채소,육류,중식,Fall
158,동태찌개,Snow,0,생선,채소,국류,한식,Spring
159,시래기된장국,Clear,0,고기,채소,국류,한식,Spring
160,오차즈케,Cloudy,0,쌀,생선,밥류,일식,Winter
161,미트볼 파스타,Rain,7,고기,밀,면류,양식,Summer
162,햄 치즈 토스트,Cloudy,"1,7",밀,유제품,빵류,양식,Winter
163,군만두,Clear,7,밀,고기,육류,중식,Summer
164,연어 파스타,Cloudy,"5,7",해산물,밀,면류,양식,Spring
165,닭가슴살 튀김,Clear,0,고기,,육류,퓨전,Winter
166,쫄면,Snow,7,밀,채소,면류,한식,Winter
167,코코아 머핀,Rain,"1,7",밀,유제품,빵류,양식,Fall
168,치즈계란말이,Clear,2,치즈,달걀,육류,한식,Summer
169,삼겹살,Rain,0,고기,,육류,한식,Fall
170,비빔국수,Rain,7,밀,채소,면류,한식,Summer
171,가마솥밥,Snow,0,쌀,,밥류,한식,Fall
172,비트 수프,Snow,0,채소,,수프류,양식,Fall
173,불고기 타코,Snow,7,고기,밀,육류,퓨전,Fall
174,오이무침,Snow,0,채소,,채소류,한식,Spring
175,황태국,Rain,0,생선,채소,국류,한식,Fall
176,꼬막비빔밥,Cloudy,5,해산물,쌀,밥류,한식,Winter
177,삼계탕,Cloudy,0,닭고기,채소,국류,한식,Winter
178,라멘,Rain,7,밀,채소,면류,일식,Summer
179,미트볼 파스타,Cloudy,7,고기,밀,면류,양식,Winter
180,중화비빔면,Rain,7,밀,채소,면류,중식,Spring
181,물김치,Clear,0,채소,,채소류,한식,Winter
182,가마솥밥,Snow,0,쌀,,밥류,한식,Fall
183,시메사바,Snow,0,생선,,밥류,일식,Fall
184,크림 바질 피자,Cloudy,7,밀,채소,빵류,양식,Winter
185,굴전,Clear,5,해산물,채소,전류,한식,Spring
186,명태구이,Clear,5,해산물,,해산물류,한식,Fall
187,크로크무슈,Cloudy,"1,7",밀,유제품,빵류,양식,Spring
188,갈치구이,Cloudy,5,해산물,,해산물류,한식,Summer
189,오징어순대,Cloudy,5,해산물,채소,해산물류,한식,Winter
190,감자전,Cloudy,0,감자,,전류,한식,Spring
191,양송이 수프,Cloudy,1,버섯,유제품,수프류,양식,Spring
192,코코아 머핀,Rain,"1,7",밀,유제품,빵류,양식,Spring
193,바나나 브레드,Snow,"1,7",밀,유제품,빵류,양식,Fall
194,라자냐,Cloudy,1,유제품,,빵류,양식,Fall
195,찐빵,Cloudy,7,밀,팥,빵류,한식,Fall
196,꽃목살,Cloudy,0,고기,,육류,한식,Summer
197,새우 카레라이스,Cloudy,5,해산물,쌀,밥류,양식,Spring
198,두부전골,Rain,0,버섯,채소,국류,한식,Summer
199,콩나물무침,Cloudy,0,채소,,채소류,한식,Summer
200,꼬막비빔밥,Clear,5,해산물,쌀,밥류,한식,Summer
201,에그 베네딕트,Snow,"1,2,7",밀,달걀,빵류,퓨전,Fall
202,새우 크림 리조또,Clear,5,해산물,쌀,밥류,양식,Fall
203,전어구이,Rain,5,해산물,,해산물류,한식,Fall
204,삼선짬뽕밥,Snow,5,해산물,쌀,밥류,중식,Winter
205,명태구이,Cloudy,5,해산물,,해산물류,한식,Winter
206,짬뽕,Snow,"5,7",밀,해산물,면류,중식,Fall
207,갈릭 토스트,Cloudy,"1,7",밀,유제품,빵류,양식,Summer
208,짜장면,Rain,7,밀,고기,면류,중식,Spring
209,닭가슴살 샐러드,Cloudy,0,고기,채소,육류,양식,Spring
210,이카메시,Rain,5,쌀,해산물,밥류,일식,Fall
211,훈툰,Rain,7,밀,고기,면류,중식,Spring
212,닭가슴살 스테이크,Snow,0,고기,채소,육류,양식,Winter
213,우나기,Cloudy,0,생선,,면류,일식,Fall
214,우동,Clear,7,밀,채소,면류,일식,Spring
215,쌀국수,Snow,0,쌀,채소,면류,중식,Winter
216,족발,Cloudy,0,고기,채소,육류,한식,Summer
217,마라샹궈,Cloudy,0,고기,채소,수프류,중식,Summer
218,메밀국수 샐러드,Snow,7,밀,채소,면류,일식,Winter
219,퀘사디아,Cloudy,7,밀,고기,빵류,퓨전,Spring
220,베이컨 김밥,Clear,0,쌀,고기,밥류,퓨전,Spring
221,우렁 된장찌개,Clear,5,고기,해산물,국류,한식,Winter
222,명란 크림파스타,Cloudy,1,고기,유제품,면류,퓨전,Spring
223,마라탕,Cloudy,0,고기,채소,국류,중식,Summer
224,버팔로 치킨 샌드위치,Rain,7,밀,고기,빵류,양식,Summer
225,군만두,Clear,7,밀,고기,육류,중식,Spring
226,새우젓 무침,Clear,5,해산물,채소,채소류,한식,Summer
227,감자탕,Snow,0,고기,채소,국류,한식,Spring
228,카레,Cloudy,0,쌀,고기,밥류,퓨전,Summer
229,토마토 갈릭 파스타,Cloudy,7,밀,채소,면류,양식,Fall
230,김치찌개,Cloudy,0,고기,채소,국류,한식,Spring
231,연어 사시미,Snow,5,해산물,채소,해산물류,일식,Fall
232,브로콜리 체다 수프,Cloudy,1,채소,유제품,수프류,양식,Winter
233,클럽 샌드위치,Snow,7,밀,고기,빵류,양식,Spring
234,포크 롤,Snow,7,고기,밀,빵류,양식,Spring
235,오삼불고기 찌개,Rain,5,해산물,고기,국류,한식,Fall
236,붕장어구이,Rain,5,해산물,,해산물류,한식,Spring
237,양고기 찹스,Cloudy,0,고기,,육류,양식,Winter
238,맥 앤 치즈,Cloudy,"1,7",밀,유제품,면류,양식,Spring
239,랍스터 크림 스프,Cloudy,"1,5",해산물,유제품,수프류,양식,Summer
240,차돌박이 된장찌개,Cloudy,0,고기,채소,국류,한식,Summer
241,양고기 스테이크,Snow,0,고기,,육류,양식,Winter
242,감자탕,Clear,0,고기,채소,국류,한식,Spring
243,해물순두부찌개,Clear,"5,8",해산물,두부,국류,한식,Fall
244,리조또,Cloudy,0,고기,쌀,밥류,양식,Fall
245,파스타,Cloudy,7,밀,채소,면류,양식,Summer
246,삼합,Cloudy,5,고기,해산물,육류,한식,Summer
247,랍스터 크림 스프,Snow,"1,5",해산물,유제품,수프류,양식,Fall
248,동파육,Snow,0,고기,채소,육류,한식,Spring
249,토마호크 스테이크,Clear,0,고기,,육류,양식,Fall
250,회냉면,Rain,"5,7",밀,해산물,면류,한식,Fall
251,찐빵,Clear,7,밀,팥,빵류,한식,Summer
252,랍스터 비스크,Cloudy,5,해산물,채소,수프류,양식,Summer
253,황태국,Snow,0,생선,채소,국류,한식,Fall
254,수박 샐러드,Cloudy,0,과일,채소,채소류,한식,Winter
255,타코야키,Cloudy,"5,7",밀,해산물,튀김류,일식,Winter
256,짜장면,Clear,7,밀,고기,면류,중식,Spring
257,투움바 파스타,Snow,"5,7",밀,채소,면류,양식,Winter
258,스테이크 타르타르,Rain,0,고기,,육류,양식,Summer
259,샌드위치,Rain,7,밀,고기,빵류,양식,Fall
260,불닭,Cloudy,0,고기,,육류,한식,Fall
261,초계국수,Snow,7,밀,채소,면류,한식,Fall
262,오징어 튀김,Clear,"5,7",밀,해산물,튀김류,한식,Winter
263,버팔로 치킨 샌드위치,Clear,7,밀,고기,빵류,양식,Summer
264,연어 머핀,Cloudy,7,생선,밀,빵류,양식,Winter
265,미역무침,Snow,0,채소,,채소류,한식,Fall
266,트로피컬 샐러드,Snow,0,과일,채소,채소류,퓨전,Spring
267,잡채밥,Clear,0,쌀,채소,밥류,한식,Spring
268,사우전 아일랜드 샐러드,Clear,1,채소,유제품,채소류,양식,Summer
269,비지찌개,Cloudy,8,두부,채소,국류,한식,Summer
270,오징어국,Clear,5,해산물,채소,국류,한식,Summer
271,투움바 파스타,Cloudy,"5,7",밀,채소,면류,양식,Winter
272,베이컨 에그 베네딕트,Clear,2,고기,달걀,빵류,양식,Spring
273,스테이크,Clear,0,고기,채소,육류,양식,Fall
274,치즈 옥수수,Rain,1,옥수수,유제품,채소류,양식,Summer
275,트로피컬 샐러드,Rain,0,과일,채소,채소류,퓨전,Fall
276,치즈스틱,Cloudy,"1,7",밀,유제품,튀김류,양식,Spring
277,순대국,Rain,0,고기,채소,국류,한식,Summer
278,훈제 연어 샐러드,Clear,5,해산물,채소,채소류,일식,Winter
279,파파야 샐러드,Rain,0,과일,,채소류,퓨전,Fall
280,트러플 리소토,Cloudy,1,쌀,유제품,밥류,양식,Summer
281,치즈카츠,Cloudy,0,채소,고기,육류,일식,Summer
282,파김치장어전골,Snow,5,채소,해산물,국류,한식,Winter
283,프렌치 어니언 수프,Rain,1,채소,유제품,수프류,양식,Summer
284,비트 수프,Cloudy,0,채소,,수프류,양식,Winter
285,차돌박이 된장찌개,Snow,0,고기,채소,국류,한식,Winter
286,유린기,Cloudy,0,고기,채소,육류,중식,Summer
287,해물파전,Clear,"5,7",밀,해산물,전류,한식,Fall
288,홍합탕,Rain,5,해산물,채소,국류,한식,Summer
289,마파두부,Rain,8,두부,고기,대두류,한식,Summer
290,스테이크,Cloudy,0,고기,채소,육류,양식,Fall
291,샐러드 피자,Rain,1,채소,유제품,빵류,양식,Fall
292,깐쇼새우,Cloudy,5,해산물,채소,튀김류,중식,Summer
293,타이 그린 카레,Cloudy,0,고기,채소,밥류,퓨전,Winter
294,날치알 주먹밥,Snow,5,쌀,해산물,밥류,한식,Spring
295,낙지전골,Clear,5,해산물,채소,해산물류,한식,Spring
296,라멘,Snow,7,밀,채소,면류,일식,Winter
297,감자찌개,Cloudy,0,고기,채소,국류,한식,Spring
298,클럽 샌드위치,Cloudy,7,밀,고기,빵류,양식,Spring
299,치즈스틱,Clear,"1,7",밀,유제품,튀김류,양식,Winter
300,아보카도 토스트,Cloudy,7,밀,채소,빵류,양식,Spring
301,샤케동,Cloudy,0,생선,쌀,밥류,일식,Summer
302,소곱창,Rain,0,채소,고기,육류,한식,Fall
303,불고기 타코,Clear,7,고기,밀,육류,퓨전,Winter
304,오삼불고기,Cloudy,5,해산물,고기,육류,한식,Summer
305,참치국,Cloudy,5,해산물,,국류,한식,Winter
306,미트볼 파스타,Snow,7,고기,밀,면류,양식,Winter
307,불닭볶음면,Clear,7,밀,,면류,한식,Fall
308,조기구이,Clear,0,생선,,해산물류,한식,Summer
309,제육볶음,Cloudy,0,고기,채소,육류,한식,Winter
310,감자튀김,Clear,7,감자,밀,튀김류,양식,Fall
311,고구마튀김,Clear,0,고구마,,튀김류,한식,Summer
312,깻잎 김밥,Rain,0,쌀,채소,밥류,한식,Fall
313,할라피뇨 팝퍼,Clear,1,채소,유제품,튀김류,양식,Spring
314,청포묵,Clear,0,묵,,채소류,한식,Spring
315,나가사키 짬뽕,Clear,"5,7",해산물,밀,면류,일식,Fall
316,페스토 샌드위치,Cloudy,"1,7",밀,유제품,빵류,양식,Winter
317,감바스 리조또,Clear,5,해산물,쌀,밥류,양식,Summer
318,돼지갈비 스튜,Snow,0,고기,,육류,양식,Fall
319,메밀국수 샐러드,Rain,7,밀,채소,면류,일식,Fall
320,동파육,Snow,0,고기,채소,육류,한식,Spring
321,로코모코,Snow,0,쌀,고기,밥류,양식,Winter
322,소불고기,Clear,0,고기,채소,육류,한식,Summer
323,가라아게가츠동,Cloudy,0,쌀,채소,밥류,일식,Winter
324,순대,Clear,0,고기,채소,육류,한식,Winter
325,순대국,Snow,0,고기,채소,국류,한식,Fall
326,감바스 알 아히요,Clear,5,해산물,채소,해산물류,양식,Winter
327,후라이드 치킨,Clear,0,고기,,육류,한식,Summer
328,크림 바질 피자,Rain,7,밀,채소,빵류,양식,Summer
329,계란국,Clear,2,달걀,채소,국류,한식,Summer
330,갈비구이,Snow,0,고기,채소,육류,한식,Winter
331,참치국,Cloudy,5,해산물,,국류,한식,Winter
332,오리엔탈 드레싱 샐러드,Cloudy,0,채소,,채소류,양식,Summer
333,비트 샐러드,Clear,0,채소,,채소류,양식,Summer
334,가라아게,Cloudy,7,밀,고기,육류,일식,Spring
335,꽃목살,Cloudy,0,고기,,육류,한식,Winter
336,코코아 머핀,Clear,"1,7",밀,유제품,빵류,양식,Winter
337,고로케,Snow,7,밀,감자,튀김류,양식,Spring
338,감자전,Cloudy,0,감자,채소,전류,한식,Fall
339,알리오 올리오,Clear,5,해산물,채소,면류,양식,Winter
340,제육볶음,Clear,0,고기,채소,육류,한식,Summer
341,양고기 찹스,Cloudy,0,고기,,육류,양식,Summer
342,맥 앤 치즈,Cloudy,"1,7",밀,유제품,면류,양식,Spring
343,회덮밥,Rain,5,해산물,쌀,밥류,양식,Summer
344,청포묵,Rain,0,묵,,채소류,한식,Summer
345,콩비지찌개,Snow,8,두부,채소,국류,한식,Spring
346,배추겉절이,Rain,0,채소,,채소류,한식,Summer
347,마파면,Clear,7,밀,고기,면류,중식,Spring
348,사우전 아일랜드 샐러드,Cloudy,1,채소,유제품,채소류,양식,Spring
349,매운탕,Rain,0,생선,채소,국류,한식,Fall
350,짜장면,Rain,7,밀,고기,면류,중식,Spring
351,소시지 그라탱,Cloudy,1,고기,유제품,육류,양식,Spring
352,스테이크 타르타르,Cloudy,0,고기,,육류,양식,Spring
353,소룡포,Snow,7,밀,고기,빵류,중식,Fall
354,참치 샌드위치,Clear,7,생선,밀,빵류,양식,Winter
355,매운탕,Rain,0,생선,채소,국류,한식,Fall
356,치즈카츠,Cloudy,0,채소,고기,육류,일식,Spring
357,해물파전,Cloudy,"5,7",밀,해산물,전류,한식,Spring
358,버섯 리소토,Cloudy,1,쌀,유제품,밥류,양식,Fall
359,파전,Clear,7,밀,채소,전류,한식,Fall
360,마라샹궈,Cloudy,0,고기,채소,수프류,중식,Fall
361,육개장,Snow,0,고기,채소,국류,한식,Spring
362,덴푸라,Rain,5,해산물,채소,튀김류,일식,Fall
363,체다 치즈 칩,Cloudy,1,유제품,,감자류,양식,Fall
364,멍게무침,Rain,5,해산물,채소,해산물류,한식,Fall
365,크림통새우,Clear,5,해산물,채소,해산물류,양식,Spring
366,토마토 치즈 타르트,Cloudy,"1,7",밀,유제품,빵류,양식,Winter
367,우렁 된장찌개,Rain,5,고기,해산물,국류,한식,Summer
368,페스토 샌드위치,Cloudy,"1,7",밀,유제품,빵류,양식,Summer
369,햄 치즈 파니니,Snow,"1,7",밀,유제품,빵류,퓨전,Fall
370,바지락 칼국수,Rain,"5,7",밀,채소,면류,한식,Spring
371,떡국,Clear,0,쌀,채소,국류,한식,Spring
372,레몬 버터 새우,Snow,"1,5",해산물,유제품,해산물류,양식,Spring
373,초계국수,Clear,7,밀,채소,면류,한식,Winter
374,삼선짬뽕밥,Rain,5,해산물,쌀,밥류,중식,Summer
375,버섯 볶음밥,Cloudy,0,쌀,채소,밥류,한식,Summer
376,아부라소바,Snow,"2,7",밀,고기,면류,일식,Spring
377,규카츠,Snow,0,고기,채소,밥류,일식,Fall
378,감자찌개,Cloudy,0,고기,채소,국류,한식,Spring
379,방어구이,Snow,5,해산물,,해산물류,한식,Winter
380,어묵탕,Snow,0,생선,채소,국류,한식,Spring
381,양송이 수프,Rain,1,버섯,유제품,수프류,양식,Summer
382,떡볶이,Cloudy,7,밀,고기,면류,한식,Spring
383,김치찌개,Snow,0,고기,채소,국류,한식,Spring
384,붕장어구이,Clear,5,해산물,,해산물류,한식,Summer
385,날치알 주먹밥,Rain,5,쌀,해산물,밥류,한식,Summer
386,참치국,Cloudy,5,해산물,,국류,한식,Summer
387,회덮밥,Cloudy,5,해산물,쌀,밥류,양식,Spring
388,잡채,Snow,0,당면,채소,면류,한식,Spring
389,소룡포,Clear,7,밀,고기,빵류,중식,Spring
390,훈제 연어 샐러드,Clear,5,해산물,채소,채소류,일식,Fall
391,브리또,Cloudy,7,밀,고기,빵류,퓨전,Winter
392,물냉면,Cloudy,7,밀,채소,면류,한식,Fall
393,오렌지 치킨,Rain,0,고기,과일,육류,중식,Spring
394,유부 김밥,Rain,7,쌀,밀,밥류,한식,Spring
395,비건 버거,Rain,7,밀,채소,빵류,양식,Spring
396,디아블로 피자,Rain,7,고기,밀,빵류,양식,Summer
397,우엉조림,Cloudy,0,채소,,채소류,한식,Spring
398,설렁탕,Clear,0,고기,채소,국류,한식,Winter
399,김치찌개,Cloudy,0,고기,채소,국류,한식,Summer
400,계란국,Clear,2,달걀,채소,국류,한식,Spring
401,부리또,Clear,7,밀,채소,빵류,퓨전,Fall
402,치킨 필라프,Clear,0,쌀,고기,밥류,퓨전,Fall
403,우엉조림,Cloudy,0,채소,,채소류,한식,Spring
404,랍스터 비스크,Cloudy,5,해산물,채소,수프류,양식,Summer
405,찜닭,Snow,0,닭고기,채소,육류,한식,Spring
406,고로케,Rain,7,밀,감자,튀김류,양식,Summer
407,김치볶음밥,Clear,0,쌀,채소,밥류,한식,Winter
408,페퍼로니 피자,Snow,7,밀,고기,빵류,양식,Spring
409,참치국,Cloudy,5,해산물,,국류,한식,Winter
410,닭봉구이,Rain,0,고기,,육류,한식,Fall
411,새우 크림 리조또,Rain,5,해산물,쌀,밥류,양식,Fall
412,깐풍기,Snow,0,고기,채소,육류,중식,Fall
413,제육볶음,Cloudy,0,고기,채소,육류,한식,Summer
414,양고기 스테이크,Rain,0,고기,,육류,양식,Spring
415,육회,Rain,0,고기,,육류,한식,Fall
416,연어 타르타르,Rain,0,생선,채소,육류,일식,Spring
417,비스크 수프,Snow,"1,5",해산물,유제품,수프류,양식,Winter
418,불닭볶음면,Snow,7,밀,,면류,한식,Winter
419,유린기,Cloudy,0,고기,채소,육류,중식,Spring
420,조개찜,Cloudy,5,해산물,채소,해산물류,양식,Summer
